# ---------- 01 Per-Channel Summary ----------
chA: 0 chB: 1 | avgC: 71.1691 avgA: 227.606 avgB: 333.296 MNR: 0.311133 GNR: 0.254424 DICE: 0.248757
chA: 0 chB: 2 | avgC: 174.742 avgA: 227.606 avgB: 368.631 MNR: 0.760321 GNR: 0.599038 DICE: 0.581331
chA: 0 chB: 3 | avgC: 110.75 avgA: 227.606 avgB: 477.665 MNR: 0.483101 GNR: 0.330736 DICE: 0.30803
chA: 0 chB: 4 | avgC: 77.0317 avgA: 227.606 avgB: 298.867 MNR: 0.342795 GNR: 0.29136 DICE: 0.287068
chA: 0 chB: 5 | avgC: 95.5468 avgA: 227.606 avgB: 546.216 MNR: 0.417425 GNR: 0.268802 DICE: 0.244612
chA: 1 chB: 2 | avgC: 103.424 avgA: 333.296 avgB: 368.631 MNR: 0.3084 GNR: 0.287371 DICE: 0.286208
chA: 1 chB: 3 | avgC: 330.009 avgA: 333.295 avgB: 477.665 MNR: 0.972157 GNR: 0.810196 DICE: 0.796041
chA: 1 chB: 4 | avgC: 90.2816 avgA: 333.295 avgB: 298.866 MNR: 0.296026 GNR: 0.277 DICE: 0.276034
chA: 1 chB: 5 | avgC: 31.2635 avgA: 333.295 avgB: 546.215 MNR: 0.093636 GNR: 0.072319 DICE: 0.0697565
chA: 2 chB: 3 | avgC: 148.114 avgA: 368.63 avgB: 477.665 MNR: 0.394337 GNR: 0.345708 DICE: 0.34233
chA: 2 chB: 4 | avgC: 126.137 avgA: 368.627 avgB: 298.866 MNR: 0.408838 GNR: 0.368659 DICE: 0.36605
chA: 2 chB: 5 | avgC: 102.674 avgA: 368.627 avgB: 546.212 MNR: 0.275914 GNR: 0.225486 DICE: 0.220365
chA: 3 chB: 4 | avgC: 135.021 avgA: 477.661 avgB: 298.864 MNR: 0.444152 GNR: 0.350404 DICE: 0.34036
chA: 3 chB: 5 | avgC: 54.517 avgA: 477.661 avgB: 546.212 MNR: 0.113796 GNR: 0.10527 DICE: 0.104767
chA: 4 chB: 5 | avgC: 50.4275 avgA: 298.864 avgB: 546.212 MNR: 0.168142 GNR: 0.123253 DICE: 0.117206

# ---------- 02 Per-Channel Summary ----------
chA: 0 chB: 1 | avgC: 70.6743 avgA: 222.875 avgB: 329.921 MNR: 0.313589 GNR: 0.255692 DICE: 0.249878
chA: 0 chB: 2 | avgC: 172.149 avgA: 222.875 avgB: 366.595 MNR: 0.764094 GNR: 0.597783 DICE: 0.579325
chA: 0 chB: 3 | avgC: 109.014 avgA: 222.875 avgB: 472.031 MNR: 0.484434 GNR: 0.330885 DICE: 0.307949
chA: 0 chB: 4 | avgC: 74.5608 avgA: 222.875 avgB: 299.281 MNR: 0.336593 GNR: 0.284365 DICE: 0.280038
chA: 0 chB: 5 | avgC: 97.9403 avgA: 222.875 avgB: 545.853 MNR: 0.436817 GNR: 0.278419 DICE: 0.252298
chA: 1 chB: 2 | avgC: 102.288 avgA: 329.921 avgB: 366.595 MNR: 0.309572 GNR: 0.285813 DICE: 0.284391
chA: 1 chB: 3 | avgC: 324.927 avgA: 329.921 avgB: 472.031 MNR: 0.968292 GNR: 0.806881 DICE: 0.792519
chA: 1 chB: 4 | avgC: 89.3372 avgA: 329.921 avgB: 299.281 MNR: 0.295707 GNR: 0.2758 DICE: 0.274765
chA: 1 chB: 5 | avgC: 31.1626 avgA: 329.921 avgB: 545.852 MNR: 0.0949944 GNR: 0.0727588 DICE: 0.0700177
chA: 2 chB: 3 | avgC: 145.019 avgA: 366.594 avgB: 472.031 MNR: 0.38936 GNR: 0.341819 DICE: 0.338368
chA: 2 chB: 4 | avgC: 123.721 avgA: 366.594 avgB: 299.28 MNR: 0.402089 GNR: 0.362788 DICE: 0.360193
chA: 2 chB: 5 | avgC: 104.105 avgA: 366.594 avgB: 545.851 MNR: 0.279649 GNR: 0.228407 DICE: 0.22327
chA: 3 chB: 4 | avgC: 133.878 avgA: 472.029 avgB: 299.277 MNR: 0.440917 GNR: 0.349849 DICE: 0.340198
chA: 3 chB: 5 | avgC: 53.2898 avgA: 472.028 avgB: 545.846 MNR: 0.113243 GNR: 0.10407 DICE: 0.103524
chA: 4 chB: 5 | avgC: 48.1418 avgA: 299.277 avgB: 545.846 MNR: 0.158976 GNR: 0.117265 DICE: 0.111762

# ---------- 03 Per-Channel Summary ----------
chA: 0 chB: 1 | avgC: 74.7737 avgA: 228.339 avgB: 333.769 MNR: 0.32358 GNR: 0.265089 DICE: 0.259339
chA: 0 chB: 2 | avgC: 175.018 avgA: 228.339 avgB: 363.344 MNR: 0.758203 GNR: 0.602366 DICE: 0.585722
chA: 0 chB: 3 | avgC: 114.816 avgA: 228.339 avgB: 474.544 MNR: 0.49929 GNR: 0.343607 DICE: 0.320606
chA: 0 chB: 4 | avgC: 75.3254 avgA: 228.339 avgB: 299.011 MNR: 0.330884 GNR: 0.282966 DICE: 0.27909
chA: 0 chB: 5 | avgC: 100.057 avgA: 228.339 avgB: 544.295 MNR: 0.435138 GNR: 0.280701 DICE: 0.255606
chA: 1 chB: 2 | avgC: 103.804 avgA: 333.769 avgB: 363.344 MNR: 0.311276 GNR: 0.290258 DICE: 0.289221
chA: 1 chB: 3 | avgC: 329.45 avgA: 333.769 avgB: 474.544 MNR: 0.972191 GNR: 0.812763 DICE: 0.799115
